measured_at,run_id,backend,page,trait,cer,problem,structure,backend_status,prompt_sha,render_version,endpoint,served_by,prompt_tokens,completion_tokens,reasoning_tokens,cost
2026-08-27T14:02:22.137Z,33079740911,openrouter/google/gemini-2.5-flash,11,numbers,0.055072,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/google/gemini-2.5-flash,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/google/gemini-2.5-flash,13,corrections,0.115044,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/google/gemini-2.5-flash,14,margin-note,0.192308,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,02,rushed-prose,0.032000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,03,bulleted-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,04,numbered-list,0.012821,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,06,formula,0.208333,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,07,mixed-language,0.002387,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,08,diagram,0.625000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,11,numbers,0.037681,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,12,special-chars,0.022409,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,13,corrections,0.017699,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-27T14:02:22.137Z,33079740911,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,08,diagram,0.187500,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,10,dense,0.007134,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,11,numbers,0.034783,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.010000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,04,numbered-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,05,table,0.036810,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,06,formula,0.047619,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,07,mixed-language,0.007160,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,08,diagram,0.229167,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,10,dense,0.009512,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,11,numbers,0.037681,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,12,special-chars,0.014006,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,13,corrections,0.115044,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/google/gemini-2.5-flash,14,margin-note,0.197436,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,01,clean-prose,0.002000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,02,rushed-prose,0.018000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,04,numbered-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,06,formula,0.017857,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,08,diagram,0.229167,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,10,dense,0.007134,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,11,numbers,0.031884,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,13,corrections,0.146018,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-28T15:13:55.745Z,33183844648,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.006000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.003205,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,08,diagram,0.187500,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,10,dense,0.007134,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,11,numbers,0.034783,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.019608,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.008000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.020408,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,04,numbered-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,05,table,0.049080,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,06,formula,0.071429,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,07,mixed-language,0.011933,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,08,diagram,0.145833,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,10,dense,0.009512,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,11,numbers,0.072464,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,13,corrections,0.115044,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/google/gemini-2.5-flash,14,margin-note,0.048718,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,02,rushed-prose,0.018000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,04,numbered-list,0.012821,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,06,formula,0.250000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,08,diagram,0.270833,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,10,dense,0.009512,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,11,numbers,0.040580,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,12,special-chars,0.039216,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,13,corrections,0.146018,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-29T09:55:33.402Z,33246517775,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.009615,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.004773,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,08,diagram,0.187500,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,10,dense,0.005945,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,11,numbers,0.034783,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.028011,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.010000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.020408,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,04,numbered-list,0.022436,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,06,formula,0.035714,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,07,mixed-language,0.011933,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,08,diagram,0.250000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,10,dense,0.007134,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,11,numbers,0.057971,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,12,special-chars,0.025210,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,13,corrections,0.123894,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/google/gemini-2.5-flash,14,margin-note,0.197436,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,02,rushed-prose,0.032000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,04,numbered-list,0.016026,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,06,formula,0.232143,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,08,diagram,0.229167,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,10,dense,0.008323,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,11,numbers,0.037681,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,12,special-chars,0.030812,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,13,corrections,0.008850,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-30T09:06:28.866Z,33303114224,openrouter/openai/gpt-4o,14,margin-note,0.046154,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,02,rushed-prose,0.006000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,03,bulleted-list,0.005102,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,04,numbered-list,0.032051,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,06,formula,0.023810,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,08,diagram,0.354167,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,10,dense,0.007134,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,11,numbers,0.034783,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,12,special-chars,0.014006,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,13,corrections,0.185841,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/anthropic/claude-sonnet-5,14,margin-note,0.189744,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,02,rushed-prose,0.008000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,04,numbered-list,0.000000,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,06,formula,0.035714,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,07,mixed-language,0.007160,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,08,diagram,0.250000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,10,dense,0.010702,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,11,numbers,0.072464,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,12,special-chars,0.014006,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,13,corrections,0.115044,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/google/gemini-2.5-flash,14,margin-note,0.194872,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,01,clean-prose,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,02,rushed-prose,0.018000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,03,bulleted-list,0.010204,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,04,numbered-list,0.012821,,list:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,05,table,0.030675,,table:ok,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,06,formula,0.273810,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,07,mixed-language,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,08,diagram,0.291667,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,09,nearly-empty,0.000000,,,pass,635b0b92a4432be2,31,,,,,,
2026-08-31T09:35:13.240Z,33378164434,openrouter/openai/gpt-4o,10,dense,0.008323,,,pass,635b0b92a4432be2,31,,,,,,
